-0.105,,-0.07,,0,,0.07,,0.105,,,-0.07@6°,,0@6 °,,0.07@6°,
,,,,,,,,,,,0.189738911880463,-0.189572694626561,0.035641927423218,-0.826840839455738,0.932036418479417,-0.118576570408135
,,,,,,,,,,,0.251500643707757,-0.118410041841005,0.041537587210997,-0.76554541560966,0.970514540559046,-0.207050528789659
,,,,,,,,,,,0.32585864659177,-0.080127170296182,0.051282378626875,-0.647682271933582,0.986467055895334,-0.271143721605893
,,,,,,,,,,,0.383820031729217,-0.074954699700195,0.06117352485751,-0.558086515336211,0.995749326868807,-0.350198469609631
,,,,,,,,,,,0.543305312616419,-0.078397522485422,0.111507384899224,-0.2797120548216,1.00389629615922,-0.711450169786357
,,,,,,,,,,,0.655256988917583,-0.101064145224525,0.160477705916789,-0.137979771357033,1.00502327044607,-0.998560285722217
,,,,,,,,,,,0.810844353238433,-0.151652225480184,0.211884834600052,-0.066899482752941,1.00502327044607,-0.998560285722217
,,,,,,,,,,,0.912587781210323,-0.202668599479459,0.257225556211653,-0.024135999736435,1.00502327044607,-0.998560285722217
,,,,,,,,,,,0.943773552988046,-0.225977662833988,0.306781296488245,0.004526735413303,1.00502327044607,-0.998560285722217
,,,,,,,,,,,0.95839195973532,-0.249418508878859,0.356410214172215,0.019055777023688,1.00502327044607,-0.998560285722217
,,,,,,,,,,,0.977200992678458,-0.282248871610714,0.406063524325311,0.028873587454288,1.00502327044607,-0.998560285722217
,,,,,,,,,,,0.985655422477565,-0.315161598524035,0.455838796824037,0.015135241985965,1.00502327044607,-0.998560285722217
,,,,,,,,,,,0.994134244745799,-0.352785556617139,0.503469971286579,0.015514117220703,1.00502327044607,-0.998560285722217
,,,,,,,,,,,1.00310091639655,-0.484634138305934,0.555316164414112,0.001792244588672,1.00502327044607,-0.998560285722217
,,,,,,,,,,,1.01016741470239,-0.649477811089514,0.600900810716974,-0.002556584192667,1.00502327044607,-0.998560285722217
,,,,,,,,,,,1.00790379356748,-1.01227555760551,0.650700475684826,-0.021006160840774,1.00502327044607,-0.998560285722217
,,,,,,,,,,,1.00790379356748,-1.01227555760551,0.700451355714427,-0.030033275129312,1.00502327044607,-0.998560285722217
,,,,,,,,,,,1.00790379356748,-1.01227555760551,0.802121606278938,-0.066915955589234,1.00502327044607,-0.998560285722217
,,,,,,,,,,,1.00790379356748,-1.01227555760551,0.920627539034286,-0.155490396336442,1.00502327044607,-0.998560285722217
,,,,,,,,,,,1.00790379356748,-1.01227555760551,0.956125899353505,-0.211745132276876,1.00502327044607,-0.998560285722217
,,,,,,,,,,,1.00790379356748,-1.01227555760551,0.979149950961633,-0.258676242875499,1.00502327044607,-0.998560285722217
,,,,,,,,,,,1.00790379356748,-1.01227555760551,0.998251693534285,-0.348041379764769,1.00502327044607,-0.998560285722217
,,,,,,,,,,,1.00790379356748,-1.01227555760551,1.00999910666542,-1.016970315949,1.00502327044607,-0.998560285722217
