cR0,,,cr1,,cr2,CFDTSR3114,,CFDTSR2025,,CFDTSR3025,
18.9378283712785,0.543083003952569,20.9711033274956,0.621343873517787,23.9080560420315,0.78498023715415,,,,,,
19.954465849387,0.550197628458498,21.6865148861646,0.635573122529644,25,0.78498023715415,,,,,,
NaN,NaN,20.669877408056,0.621343873517787,NaN,NaN,,,,,,
11.0683012259194,0.998418972332016,19.6908931698774,1.16916996047431,20.8581436077058,0.717391304347826,,,,,,
11.9719789842382,1.03754940711462,18.6366024518389,1.18695652173913,19.954465849387,0.713833992094862,,,,,,
12.9886164623468,1.04822134387352,17.7329246935201,1.20474308300395,18.9378283712785,0.710276679841897,,,,,,
13.9676007005254,1.06600790513834,16.7162872154116,1.20830039525692,17.9588441330998,0.692490118577075,,,,,,
14.984238178634,1.05533596837945,15.661996497373,1.20474308300395,16.9422066549912,0.678260869565218,,,,,,
15.9632224168126,1.05177865612648,14.6830122591944,1.18695652173913,15.9632224168126,0.678260869565218,,,,,,
17.092819614711,0.50395256916996,13.7040280210158,1.1798418972332,14.9089316987741,0.799209486166008,,,,,,
NaN,NaN,12.6873905429072,1.15138339920949,13.9676007005254,0.895256916996047,,,,,,
-16.9457092819615,-0.502766798418972,11.6707530647986,1.12648221343874,12.9133099824869,1.28300395256917,,,,,,
-15.9667250437828,-1.05770750988142,NaN,NaN,NaN,NaN,,,,,,
-15.0253940455342,-1.05415019762846,-15.0253940455342,-0.374703557312253,-14.1217162872154,-0.253754940711463,,,,,,
-14.0087565674256,-1.06837944664032,-13.9711033274956,-0.940316205533597,-12.992119089317,-0.876284584980237,,,,,,
-12.992119089317,-1.05059288537549,-12.992119089317,-0.943873517786561,-12.0131348511384,-0.897628458498024,,,,,,
-12.0131348511384,-1.04347826086957,-12.0131348511384,-0.940316205533597,-11.0341506129597,-0.801581027667984,,,,,,
-10.9588441330998,-1.00434782608696,-10.9588441330998,-0.958102766798419,-9.86690017513135,-0.648616600790514,,,,,,
,,-10.0175131348511,-0.947430830039525,,,,,,,,
