EXPFLAPTR_X,EXPFLAPTR_Y,EXPMAINTR_X,EXPMAINTR_Y,EXPFLAPCP_X,EXPFLAPCP_Y,EXPMAINCP_X,EXPMAINCP_Y
1.08475286554697,0.635122667433855,0.64746610644959,-0.392445946145871,1.21285476929792,-0.170901082330531,0.927199851600135,0.662564427050201
1.09826662037083,0.560594636957967,0.676365386869571,-0.412848651484509,0.946069717562326,0.706813424469996,0.878415672118237,0.715435292993
,,0.0255033816733,6.74225310598413,0.928611557425026,0.444410273707603,0.83050322803847,0.802423333375063
,,0.038689802175242,5.13169918983233,0.913774403031716,0.302774774059782,0.793399847730814,0.912968714258565
,,,,0.907468910030654,0.292328449122529,0.758132119125033,0.989612009463906
,,,,0.901163417029593,0.281882124185277,0.69844669497341,1.12106196946195
,,,,0.892697231178262,0.095420680350394,0.666799058161594,1.18664355695357
,,,,0.893516667493378,-0.929653475659963,0.634248958981777,1.25215344819149
,,,,1.17732734397476,0.153500461304948,0.595381623225945,1.31716146565351
,,,,1.14390505649746,0.367481473398082,0.558349939171988,1.34826739743737
,,,,1.10977047449926,0.516091110207241,0.51677521631215,1.41306032613829
,,,,1.07721524191228,0.664799952381425,0.436384369306265,1.48611880865863
,,,,1.0435052588764,0.78831063183897,0.337862336364681,1.64853130793314
,,,,1.01023773176853,0.871648098729179,0.235648515375432,1.901444964021
,,,,0.976222196208371,0.919762700766858,0.177665592740242,2.14652324381165
,,,,0.893494842313072,-0.577896052618525,0.118544634332036,2.65254516010456
,,,,0.899236848840785,-0.758439896429598,0.079124213190517,3.33037178490669
,,,,0.905901465263241,-0.717820259719645,0.0585940478453,4.07779498740763
,,,,0.917321986885051,-0.691977262130335,0.049149488965036,4.54236622673997
,,,,0.944512193331415,-0.645043203936468,0.037736128197454,5.18836995722124
,,,,0.976470209620936,-0.622935288340393,0.02844634218232,6.48145286198926
,,,,1.01080320234918,-0.605703316435352,0.017135404634309,7.01397166518532
,,,,1.04395168301902,-0.588545748554081,0.010581456617507,6.2757460678019
,,,,1.07750690568546,-0.581412882808702,0.004077582174718,4.48203895041237
,,,,1.11062562474579,-0.539131556234561,0.000127460006578,2.85877431271175
,,,,1.14376815309372,-0.516949236614716,-0.001709329731071,1.89393734202641
,,,,1.17801186099344,-0.424345988631065,2.27607154602849E-06,0.997478112726996
,,,,,,0.000924085047689,-0.023886232839843
,,,,,,0.01143498344727,-0.669961659574806
,,,,,,0.019782475842346,-0.918983233318956
,,,,,,0.027063628718105,-0.986500619660477
,,,,,,0.036078010076169,-0.974435164394956
,,,,,,0.046897316170237,-0.962226316622035
,,,,,,0.055850243596557,-0.882069904985393
,,,,,,0.076555666450819,-0.823678427507689
,,,,,,0.117966512159343,-0.706895472552283
,,,,,,0.177416362905952,-0.577330099794356
,,,,,,0.235092015882427,-0.48195359772939
,,,,,,0.336085862523003,-0.383135675486823
,,,,,,0.435305511393445,-0.318506623937218
,,,,,,0.476808537999583,-0.303860103538494
,,,,,,0.516527124513632,-0.312053961104214
,,,,,,0.558060878085642,-0.331452918891051
,,,,,,0.63574433798752,-0.404726490172491
,,,,,,0.666428058499591,-0.402288817546689
,,,,,,0.706177371979511,-0.44452815329797
,,,,,,0.757709907853243,-0.54257790139375
,,,,,,0.797469463655121,-0.596165729873553
,,,,,,0.830891298237069,-0.627558446672213
,,,,,,0.866025876657407,-0.556671336406788
,,,,,,0.907180664317002,-0.156176063238371
